Nodes:30808
654	143.93833545	202.57607301	-102.74027138	Density:0.127401
657	136.64571485	206.50048763	-106.33876022	Density:0.091864
660	133.48623075	207.89439765	-108.27262570	Density:0.067391
661	135.10056614	206.31287424	-111.28248559	Density:0.078111
662	137.25523838	204.66352907	-109.15600686	Density:0.128173
663	136.89745981	201.95335571	-104.75056743	Density:0.131353
667	146.60040224	193.84653174	-106.09058446	Density:0.103688
669	146.19847998	193.91710023	-104.93621350	Density:0.080478
671	144.61588205	195.79964463	-101.56809901	Density:0.074878
673	145.17349703	193.00244465	-101.12051016	Density:0.080937
674	147.78244191	193.34569701	-101.17549291	Density:0.068957
676	144.11427700	192.87935415	-112.30998012	Density:0.103366
677	145.21280123	191.29896705	-112.34583643	Density:0.108976
681	154.07085632	198.35215169	-112.89843775	Density:0.091870
682	152.94595792	199.14775686	-112.59412888	Density:0.087948
684	151.76796332	189.46360016	-110.84298009	Density:0.087334
686	153.08511257	189.63118572	-110.34635189	Density:0.080489
687	153.37332796	190.36297443	-112.40644228	Density:0.111991
689	153.14953382	200.93448743	-122.01959832	Density:0.104501
693	156.59092693	211.14357269	-133.41419815	Density:0.096748
697	164.95183671	215.44465485	-131.98295448	Density:0.105198
698	164.33468234	213.95812346	-131.86714236	Density:0.119829
702	168.54483430	215.52491717	-136.21394025	Density:0.110024
703	171.52515783	215.52632734	-136.21409194	Density:0.106777
704	165.44400692	214.24532026	-137.17790620	Density:0.118592
705	163.31123094	212.88840536	-135.40240579	Density:0.143766
707	157.09659957	213.69818770	-136.92506300	Density:0.093101
710	156.37422554	220.11263812	-138.18799826	Density:0.067074
711	153.82982684	218.24421561	-137.53308914	Density:0.060198
712	155.33964543	215.08082230	-138.51647109	Density:0.082117
715	147.32176380	211.44927186	-137.78210301	Density:0.065558
718	145.96188710	212.34276225	-142.07262806	Density:0.065305
719	145.16619081	210.29668606	-142.75465345	Density:0.063186
722	142.81769310	205.82461192	-135.15932466	Density:0.099083
724	140.89516145	204.54299607	-133.49961892	Density:0.070959
725	137.68239430	207.94112297	-135.81358286	Density:0.064308
727	146.15803411	210.55431296	-142.62253038	Density:0.066854
730	149.83434078	212.59184480	-142.69431663	Density:0.075565
731	150.82896115	210.60260406	-143.68893701	Density:0.090843
734	143.48599969	213.43854598	-146.35972889	Density:0.082802
735	145.34513282	209.68788891	-147.92508976	Density:0.117394
738	145.16989651	218.33676842	-128.35198070	Density:0.090501
740	143.39038944	221.58416851	-129.38947172	Density:0.097605
742	142.02090016	221.44339116	-132.17400629	Density:0.107693
745	141.84990173	224.79461779	-131.71237494	Density:0.090212
747	137.49813488	220.96549175	-137.19989288	Density:0.058131
750	146.29511702	215.05399036	-140.13940267	Density:0.070526
752	131.77911631	211.51375972	-146.26595532	Density:0.099943
753	136.59571161	214.72437286	-144.87615022	Density:0.072800
754	134.43498091	218.61651906	-141.15010102	Density:0.053585
756	141.70247928	216.54826769	-131.57293420	Density:0.092674
757	141.54824472	215.61334419	-133.33600785	Density:0.105757
763	149.23075812	215.91493137	-129.74656227	Density:0.097458
764	148.83765351	211.94306546	-129.32354815	Density:0.104518
765	145.85123753	220.37191045	-126.43816138	Density:0.085239
767	141.31990576	217.70966425	-124.07522144	Density:0.081436
770	140.63458331	219.95783456	-121.41552837	Density:0.066513
772	140.89581252	222.69569838	-121.04669688	Density:0.081282
774	140.78151742	224.25851721	-119.92074712	Density:0.102525
775	142.09362899	223.59019190	-122.42078640	Density:0.083601
776	139.46718996	217.96781785	-125.15880800	Density:0.086858
777	144.93254239	211.45612484	-123.21701734	Density:0.071407
782	150.11470918	219.26511148	-121.74600088	Density:0.083397
784	154.61882553	219.80717606	-121.43611547	Density:0.077007
785	153.79236155	222.36891189	-122.47303555	Density:0.080850
786	151.40288616	215.84043309	-120.52476619	Density:0.075996
790	151.83537892	208.31129506	-121.63122873	Density:0.080259
791	153.74103539	207.72173334	-122.39227105	Density:0.100191
792	156.91737312	208.85916416	-121.99454550	Density:0.106867
793	155.08042559	211.94053000	-121.04296789	Density:0.092766
798	167.81941571	220.81019254	-125.41350751	Density:0.083552
800	165.99424620	222.86822662	-129.55406429	Density:0.104758
802	171.97094443	220.64752635	-127.54149281	Density:0.067892
803	170.31975062	218.85553045	-128.56078184	Density:0.089397
805	162.52950052	222.30785993	-122.62620819	Density:0.115322
808	168.15797323	221.73733797	-118.17628008	Density:0.197695
809	168.15797323	223.72657871	-118.17628008	Density:0.170214
810	166.78791201	223.59799461	-121.16370183	Density:0.117503
812	164.30818459	218.37805118	-121.56000237	Density:0.148107
814	166.80830829	214.86647168	-122.74761984	Density:0.136680
816	167.23181851	218.97917280	-117.76526453	Density:0.207752
818	157.37695142	218.42394989	-128.61403251	Density:0.104827
820	156.33856840	221.34397085	-125.91260635	Density:0.116056
822	155.00379080	222.02109771	-129.93350969	Density:0.102484
823	153.62402258	220.69227286	-129.00198350	Density:0.094459
827	137.49204427	207.79622951	-137.02757599	Density:0.071496
829	136.88859069	206.05879485	-138.30387000	Density:0.069116
830	136.96902261	204.28140308	-139.21804308	Density:0.070131
832	132.58234219	208.90456233	-131.36667379	Density:0.076888
834	129.39779157	212.55534662	-130.84909044	Density:1.111607
836	130.09651837	214.43433794	-132.09736153	Density:0.142121
839	130.32113396	219.06679736	-132.65186865	Density:0.130785
840	130.58636606	217.14386464	-130.06585568	Density:0.097483
841	133.51266935	216.03458071	-133.03956454	Density:0.103360
847	131.27659140	194.73369179	-121.02144940	Density:0.062724
848	130.93978458	195.27579332	-122.99825032	Density:0.058883
851	135.57165570	195.19417104	-127.51115668	Density:0.068021
854	138.15282576	190.46612607	-131.82198431	Density:0.061568
856	137.44620653	189.92013859	-131.01129806	Density:0.070392
857	137.44620653	191.90937933	-133.00053881	Density:0.054874
859	140.21716847	198.32804978	-122.43633929	Density:0.046382
861	140.78674754	198.42603209	-119.69113425	Density:0.062370
865	147.42928206	201.76026175	-121.72991533	Density:0.067903
866	149.05361562	201.72073849	-123.70981519	Density:0.070510
868	146.88939236	194.25234772	-124.36589062	Density:0.071953
869	148.87863311	196.24158846	-124.36589062	Density:0.074541
870	144.30504996	200.19696544	-121.36378137	Density:0.045260
872	135.78864711	199.47650945	-121.63963008	Density:0.054495
873	136.76317526	199.10406619	-123.27827866	Density:0.048416
875	132.71661149	206.71986414	-120.23777026	Density:0.062261
881	132.69446785	216.18703900	-114.90483326	Density:0.082062
883	130.68785690	218.14197266	-117.28037251	Density:0.062689
885	127.79933546	218.41779345	-116.45325765	Density:0.082814
886	127.79873045	216.43014269	-116.45411983	Density:0.079986
888	129.27024841	209.25383186	-113.15938427	Density:0.053096
889	130.07574391	209.73192646	-113.32550285	Density:0.066890
891	136.22099172	210.22141342	-116.43507697	Density:0.086764
893	138.52317305	211.89613272	-118.25561935	Density:0.064894
895	138.90783410	211.91551211	-115.84516933	Density:0.083100
897	140.43788051	207.89049617	-119.07619641	Density:0.050378
898	143.49301077	209.37619376	-119.28770688	Density:0.068257
902	134.25338269	208.57833221	-125.48209515	Density:0.060474
903	132.26414194	210.56757295	-126.47671552	Density:0.069764
906	131.42808661	218.16850413	-128.88739652	Density:0.078184
907	129.22979386	218.29704545	-125.75870271	Density:0.080479
908	130.11134093	214.58056987	-125.41026805	Density:0.094027
909	130.15269522	211.47049121	-122.35818314	Density:0.052948
910	129.81789964	209.25107082	-119.82037520	Density:0.064898
915	126.93224214	207.81012066	-106.37087042	Density:0.108618
917	126.43086581	205.64619102	-103.49142892	Density:0.095574
920	127.87563229	203.96638398	-99.71423236	Density:0.069242
922	128.31992321	207.71871446	-99.74079096	Density:0.097935
923	129.16758024	207.38892988	-100.37935184	Density:0.094951
927	119.27026809	207.48475154	-102.65694849	Density:0.084658
929	117.01242536	208.53205789	-100.19012920	Density:0.090632
930	117.40632113	205.69500067	-97.94238473	Density:0.084894
931	121.33617389	206.63774920	-99.08502990	Density:0.068607
932	121.45893164	204.65627704	-101.82258956	Density:0.088809
934	126.99483041	209.32137110	-111.07112280	Density:0.109570
936	126.16284129	211.44104188	-112.07323875	Density:0.059284
938	122.77445523	212.66006666	-110.59035052	Density:0.079331
940	119.78122090	210.70329581	-110.54200731	Density:0.066118
941	119.59674173	211.79862975	-112.60644584	Density:1.075840
943	120.08982092	202.11651090	-111.25182309	Density:0.063822
945	120.22216926	200.43348766	-108.99177003	Density:0.068994
947	118.45292667	198.98443648	-108.35928882	Density:0.067759
948	118.33503633	200.48855685	-110.52477013	Density:0.069083
950	120.34495355	202.24707073	-119.43903110	Density:0.052957
953	119.44818338	202.47885433	-122.75162047	Density:1.055949
955	121.96497461	202.57227583	-125.56404289	Density:1.239769
958	124.08547738	203.57334161	-127.80582960	Density:1.312347
959	122.51350022	203.94524753	-130.51487329	Density:1.319867
961	121.02560989	201.11202669	-132.33007852	Density:0.164957
962	122.99483228	201.10980201	-130.40909976	Density:0.245976
965	123.02320803	194.59208720	-126.94495026	Density:0.124309
968	121.56807346	193.67549728	-129.56122678	Density:0.113309
969	121.33436598	192.64596702	-128.29122627	Density:0.121733
970	121.02984006	195.67565295	-128.73054364	Density:0.093220
972	123.94147616	194.58608742	-122.36574484	Density:0.116803
975	124.55123257	195.42792383	-118.45025596	Density:0.097870
